Region	Kod Teryt	Kod BDR	Zadłużenie gmin	Jednostka	Okres
Wąsewo	1416102	1142616102	23.1497	%	2015
Grębków	1433022	1142633022	23.1691	%	2015
Kaliska	2213052	6224213052	23.1799	%	2015
Michałowice	1206082	2122006082	23.1839	%	2015
Łubniany	1609052	5163209052	23.185	%	2015
Radzyń Podlaski-miasto	0615011	3060915011	23.1871	%	2015
Siemianowice Śląskie	2474011	2244874011	23.2119	%	2015
Biały Dunajec	1217022	2122217022	23.2249	%	2015
Śniadowo	2007072	3203807072	23.2437	%	2015
Terespol-wieś	0601162	3060901162	23.2618	%	2015
Nowy Targ-wieś	1211092	2122211092	23.2874	%	2015
Siennica	1412132	1142912132	23.3052	%	2015
Chełm Śląski	2414052	2245114052	23.3101	%	2015
Górzno	0402053	6040702053	23.3276	%	2015
Góra Świętej Małgorzaty	1004032	1101904032	23.3663	%	2015
Pałecznica	1214042	2122014042	23.3672	%	2015
Wysoka	3019093	4306019093	23.3839	%	2015
Czajków	3018012	4305718012	23.3873	%	2015
Niedrzwica Duża	0609102	3061109102	23.397	%	2015
Borów	0217012	5020417012	23.41	%	2015
Jerzmanowa	0203032	5020203032	23.4172	%	2015
Żórawina	0223092	5020423092	23.4591	%	2015
Krzepice	2406023	2244606023	23.4674	%	2015
Przeworno	0217032	5020417032	23.4908	%	2015
Barlinek	3210013	4326410013	23.5175	%	2015
Dukla	1807023	3183307023	23.5442	%	2015
Nowogród	2007043	3203807043	23.5529	%	2015
Tuczępy	2601072	3265301072	23.5605	%	2015
Gościeradów	0607042	3061207042	23.5734	%	2015
Skoczów	2403103	2244403103	23.5758	%	2015
Jastków	0609072	3061109072	23.5869	%	2015
Miedziana Góra	2604102	3265204102	23.6276	%	2015
Trzciel	0803063	4081303063	23.6323	%	2015
Szczawno-Zdrój	0221031	5020321031	23.653	%	2015
Czermin	3020022	4305720022	23.6557	%	2015
Stare Kurowo	0806032	4081306032	23.6735	%	2015
Granowo	3005012	4305905012	23.6812	%	2015
Wyryki	0619082	3060919082	23.6873	%	2015
Darłowo-miasto	3213011	4326313011	23.688	%	2015
Nowy Duninów	1419092	1142519092	23.6908	%	2015
Brzozie	0402042	6040702042	23.7017	%	2015
Czempiń	3011023	4305911023	23.7128	%	2015
Sękowa	1205092	2122205092	23.7185	%	2015
Wielopole Skrzyńskie	1815052	3183515052	23.7455	%	2015
Węgierska Górka	2417152	2244417152	23.7512	%	2015
Orzysz	2816023	6285516023	23.761	%	2015
Sędziszów Małopolski	1815043	3183515043	23.8112	%	2015
Sosnówka	0601152	3060901152	23.8406	%	2015
Oświęcim-wieś	1213062	2122313062	23.8972	%	2015
Kowale Oleckie	2813032	6285513032	23.9163	%	2015
Gołymin-Ośrodek	1402042	1142502042	23.9225	%	2015
Siedlce-wieś	1426082	1142626082	23.9354	%	2015
Tarnogród	0602123	3061002123	23.9461	%	2015
Ostrowiec Świętokrzyski	2607011	3265207011	23.9623	%	2015
Ślesin	3010123	4305810123	23.9975	%	2015
Radymno-wieś	1804082	3183404082	24.0212	%	2015
Damasławek	3028022	4306028022	24.0366	%	2015
Dębno	3210033	4326410033	24.0954	%	2015
Tomaszów Lubelski-miasto	0618011	3061018011	24.1377	%	2015
Lipusz	2206062	6224206062	24.1384	%	2015
Ząbki	1434031	1142934031	24.1806	%	2015
Kamionka	0608052	3061108052	24.2198	%	2015
Świdwin-miasto	3216011	4326316011	24.225	%	2015
Piekary Śląskie	2471011	2244571011	24.2372	%	2015
Kołaki Kościelne	2014022	3203814022	24.2716	%	2015
Wolsztyn	3029033	4305929033	24.2916	%	2015
Marciszów	0207042	5020107042	24.3006	%	2015
Podkowa Leśna	1405021	1143005021	24.3063	%	2015
Chorzów	2463011	2244863011	24.3151	%	2015
Wojciechowice	2606082	3265306082	24.3262	%	2015
Bielsk Podlaski-wieś	2003032	3203803032	24.3484	%	2015
Trzydnik Duży	0607072	3061207072	24.3744	%	2015
Szydłowo	3019062	4306019062	24.3868	%	2015
Koziegłowy	2409023	2244609023	24.4103	%	2015
Olszanka	1601062	5163101062	24.4124	%	2015
Jedlicze	1807043	3183307043	24.4341	%	2015
Wojcieszów	0226011	5020126011	24.4381	%	2015
Trzebownisko	1816132	3183516132	24.4466	%	2015
Chynów	1406032	1143006032	24.515	%	2015
Brańszczyk	1435012	1142635012	24.5245	%	2015
Świedziebnia	0402092	6040702092	24.5261	%	2015
Puck-miasto	2211031	6224011031	24.5503	%	2015
Przeworsk-wieś	1814062	3183414062	24.5547	%	2015
Lubliniec	2407011	2244507011	24.5614	%	2015
Witonia	1004082	1101904082	24.5649	%	2015
Radziłów	2004032	3203904032	24.5824	%	2015
Milejewo	2804052	6285404052	24.6086	%	2015
Grabów	1004042	1101904042	24.6117	%	2015
Przemyśl-wieś	1813082	3183413082	24.6151	%	2015
Pszczew	0803042	4081303042	24.6371	%	2015
Sieradz-miasto	1014011	1101814011	24.6398	%	2015
Lipno	3013022	4305913022	24.6435	%	2015
Czermin	1811032	3183611032	24.6693	%	2015
Szczurowa	1202072	2122402072	24.6883	%	2015
Poświętne	1434082	1142934082	24.695	%	2015
Krasocin	2613022	3265313022	24.7009	%	2015
Cielądz	1013032	1101913032	24.7049	%	2015
Kazimierz Dolny	0614043	3061214043	24.7179	%	2015
Pilawa	1403103	1142903103	24.7393	%	2015
Dobroszyce	0214032	5020414032	24.7581	%	2015
Serock	1408043	1142908043	24.7819	%	2015
Szaflary	1211142	2122211142	24.7905	%	2015
Rzezawa	1201072	2122001072	24.8243	%	2015
Łopuszno	2604082	3265204082	24.8519	%	2015
Gniezno-miasto	3003011	4305803011	24.8548	%	2015
Somonino	2205052	6224005052	24.8652	%	2015
Kleszczewo	3021062	4306121062	24.8698	%	2015
Rokietnica	3021132	4306121132	24.8719	%	2015
Niechanowo	3003082	4305803082	24.8871	%	2015
Babiak	3009022	4305809022	24.8905	%	2015
Męcinka	0205032	5020105032	24.9056	%	2015
Dobrzyniewo Duże	2002032	3203702032	24.9107	%	2015
Siemiatycze-miasto	2010011	3203810011	24.9516	%	2015
Osieczna	2213072	6224213072	24.973	%	2015
Kiszkowo	3003042	4305803042	24.9835	%	2015
Sońsk	1402092	1142502092	24.9841	%	2015
Brzeg Dolny	0222013	5020422013	24.9864	%	2015
Warka	1406113	1143006113	25.0023	%	2015
Lewin Kłodzki	0208092	5020308092	25.0223	%	2015
Opatów	2406052	2244606052	25.0703	%	2015
Starachowice	2611011	3265211011	25.0766	%	2015
Barcin	0419013	6040819013	25.0953	%	2015
Osiek	1213052	2122313052	25.1157	%	2015
Myszków	2409011	2244609011	25.1455	%	2015
Nowy Kawęczyn	1015072	1101915072	25.1518	%	2015
Małdyty	2815052	6285415052	25.1694	%	2015
Serokomla	0611062	3061211062	25.1754	%	2015
Postomino	3213052	4326313052	25.1835	%	2015
Głogów-wieś	0203022	5020203022	25.1901	%	2015
Ogrodzieniec	2416063	2245016063	25.213	%	2015
Urzędów	0607082	3061207082	25.2235	%	2015
Stolno	0404062	6040704062	25.263	%	2015
Bojanów	1818022	3183618022	25.2828	%	2015
Pruszków	1421021	1143021021	25.354	%	2015
Ińsko	3214053	4326414053	25.36	%	2015
Lubin-miasto	0211011	5020211011	25.3675	%	2015
Brzeszcze	1213023	2122313023	25.3716	%	2015
Piaski	0617033	3061117033	25.3774	%	2015
Mosina	3021103	4306121103	25.4197	%	2015
Pleśna	1216042	2122416042	25.4299	%	2015
Zbrosławice	2413092	2244513092	25.4343	%	2015
Brok	1416043	1142616043	25.4347	%	2015
Biała	1017012	1101817012	25.4936	%	2015
Żarnów	1007082	1101707082	25.4958	%	2015
Michałowo	2002072	3203702072	25.4966	%	2015
Czerwionka-Leszczyny	2412013	2244912013	25.5181	%	2015
Grabowo	2006022	3203806022	25.5277	%	2015
Wejherowo-miasto	2215031	6224015031	25.548	%	2015
Miączyn	0620062	3061020062	25.5684	%	2015
Dąbrowa Białostocka	2011013	3203711013	25.6017	%	2015
Biłgoraj-wieś	0602032	3061002032	25.6052	%	2015
Mrągowo-miasto	2810011	6285610011	25.6186	%	2015
Ciężkowice	1216013	2122416013	25.6196	%	2015
Warlubie	0414112	6040714112	25.6241	%	2015
Gardeja	2207022	6224207022	25.6344	%	2015
Domaradz	1802022	3183302022	25.646	%	2015
Biłgoraj-miasto	0602011	3061002011	25.6542	%	2015
Wojciechów	0609132	3061109132	25.6552	%	2015
Kętrzyn-wieś	2808032	6285608032	25.699	%	2015
Goworowo	1415042	1142615042	25.7237	%	2015
Sulechów	0809063	4081409063	25.7489	%	2015
Zaręby Kościelne	1416112	1142616112	25.7526	%	2015
Lipinki	1205052	2122205052	25.8028	%	2015
Bralin	3008022	4305708022	25.847	%	2015
Sztabin	2001072	3203901072	25.8743	%	2015
Kamień	0603062	3061003062	25.8899	%	2015
Jordanów Śląski	0223032	5020423032	25.8916	%	2015
Rymanów	1807083	3183307083	25.8919	%	2015
Sianów	3209073	4326309073	25.9027	%	2015
Łososina Dolna	1210102	2122210102	25.9561	%	2015
Rzepiennik Strzyżewski	1216072	2122416072	25.9566	%	2015
Tokarnia	1209082	2122009082	25.9646	%	2015
Gręboszów	1204032	2122404032	25.9999	%	2015
Stawiguda	2814112	6285614112	26.0284	%	2015
Kodeń	0601062	3060901062	26.0602	%	2015
Suraż	2002103	3203702103	26.0671	%	2015
Dąbie	3009043	4305809043	26.1085	%	2015
Błażowa	1816023	3183516023	26.1367	%	2015
Zielonki	1206172	2122006172	26.1426	%	2015
Bolesławiec	1018012	1101818012	26.1495	%	2015
Nowe	0414063	6040714063	26.1533	%	2015
Dębowa Łąka	0417022	6040717022	26.1786	%	2015
Chełm-wieś	0603032	3061003032	26.1895	%	2015
Choczewo	2215042	6224015042	26.1899	%	2015
Zawiercie	2416021	2245016021	26.1966	%	2015
Przeciszów	1213082	2122313082	26.2038	%	2015
Kościan-miasto	3011011	4305911011	26.2298	%	2015
Gzy	1424012	1142624012	26.2656	%	2015
Czarna Białostocka	2002023	3203702023	26.2751	%	2015
Osiek Mały	3009102	4305809102	26.2803	%	2015
Niemodlin	1609073	5163209073	26.3145	%	2015
Twardogóra	0214083	5020414083	26.3349	%	2015
Kalety	2413011	2244513011	26.3482	%	2015
Suchowola	2011093	3203711093	26.3584	%	2015
Sulęcin	0807043	4081307043	26.3638	%	2015
Solina	1821052	3183321052	26.3753	%	2015
Radzanów	1401032	1142701032	26.3787	%	2015
Chełmża-miasto	0415011	6040615011	26.3954	%	2015
Przerośl	2012042	3203912042	26.408	%	2015
Kostrzyn nad Odrą	0801011	4081301011	26.437	%	2015
Przystajń	2406082	2244606082	26.4503	%	2015
Choceń	0418052	6040818052	26.4584	%	2015
Czarna Woda	2213013	6224213013	26.4592	%	2015
Łaskarzew-miasto	1403021	1142903021	26.4734	%	2015
Żelechów	1403143	1142903143	26.4769	%	2015
Zębowice	1608072	5163208072	26.5011	%	2015
Gostynin-miasto	1404011	1142504011	26.5062	%	2015
Skępe	0408073	6040808073	26.5685	%	2015
Góra Kalwaria	1418013	1143018013	26.5734	%	2015
Iłów	1428032	1143028032	26.5827	%	2015
Gostycyn	0416022	6040716022	26.5848	%	2015
Białogard-miasto	3201011	4326301011	26.6052	%	2015
Świdnica	0809072	4081409072	26.6165	%	2015
Oborniki	3016013	4306116013	26.6631	%	2015
Grajewo-miasto	2004011	3203904011	26.6813	%	2015
Gromadka	0201032	5020101032	26.6924	%	2015
Koło-miasto	3009011	4305809011	26.6992	%	2015
Janów Lubelski	0605053	3061205053	26.7011	%	2015
Mława	1413011	1142513011	26.7058	%	2015
Gidle	1012032	1101712032	26.7294	%	2015
Międzylesie	0208103	5020308103	26.7495	%	2015
Sitno	0620092	3061020092	26.7707	%	2015
Kostomłoty	0218012	5020418012	26.7778	%	2015
Będzin	2401011	2245001011	26.8128	%	2015
Dąbrówka	1434052	1142934052	26.8397	%	2015
Zakliczyn	1216142	2122416142	26.849	%	2015
Istebna	2403092	2244403092	26.8491	%	2015
Mysłakowice	0206072	5020106072	26.8498	%	2015
Mieścisko	3028042	4306028042	26.8509	%	2015
Ustka-miasto	2212011	6224112011	26.8707	%	2015
Głogówek	1610023	5163110023	26.8716	%	2015
Okonek	3031053	4306031053	26.9076	%	2015
Drelów	0601042	3060901042	26.9136	%	2015
Jarosław-miasto	1804011	3183404011	26.9213	%	2015
Kamienna Góra-miasto	0207011	5020107011	26.9499	%	2015
Nowodwór	0616032	3061216032	26.9792	%	2015
Drezdenko	0806023	4081306023	27.0011	%	2015
Czarna	1810032	3183510032	27.0045	%	2015
Długosiodło	1435022	1142635022	27.0147	%	2015
Legionowo	1408011	1142908011	27.0596	%	2015
Kolno-miasto	2006011	3203806011	27.0945	%	2015
Morawica	2604122	3265204122	27.1038	%	2015
Kraśniczyn	0606062	3061006062	27.105	%	2015
Dąbrowa Chełmińska	0403022	6040603022	27.1139	%	2015
Zgierz-miasto	1020031	1101520031	27.1238	%	2015
Mirzec	2611032	3265211032	27.1463	%	2015
Łąck	1419072	1142519072	27.1721	%	2015
Niedźwiada	0608092	3061108092	27.2333	%	2015
Lesko	1821033	3183321033	27.2335	%	2015
Krzywda	0611042	3061211042	27.2678	%	2015
Sieraków	3014043	4305914043	27.2711	%	2015
Trzeszczany	0604062	3061004062	27.2712	%	2015
Padew Narodowa	1811062	3183611062	27.3278	%	2015
Bartoszyce-miasto	2801011	6285601011	27.4347	%	2015
Pakość	0407073	6040807073	27.4905	%	2015
Gorzów Wielkopolski	0861011	4081361011	27.5081	%	2015
Tymbark	1207122	2122207122	27.519	%	2015
Jaraczewo	3006012	4305706012	27.5726	%	2015
Czernica	0223012	5020423012	27.5806	%	2015
Obryte	1424022	1142624022	27.5883	%	2015
Orły	1813072	3183413072	27.6116	%	2015
Bielsk Podlaski-miasto	2003011	3203803011	27.6139	%	2015
Chrząstowice	1609012	5163209012	27.627	%	2015
Giżycko-wieś	2806042	6285506042	27.6321	%	2015
Smętowo Graniczne	2213112	6224213112	27.6451	%	2015
Gostyń	3004023	4305904023	27.6864	%	2015
Aleksandrów Łódzki	1020043	1101520043	27.6882	%	2015
Chmielnik	1816042	3183516042	27.6931	%	2015
Odrzywół	1423042	1142723042	27.7157	%	2015
Chodzież-miasto	3001011	4306001011	27.7391	%	2015
Przedbórz	1012113	1101712113	27.7444	%	2015
Czosnów	1414022	1142914022	27.8411	%	2015
Zielonka	1434041	1142934041	27.8448	%	2015
Stara Kiszewa	2206082	6224206082	27.8633	%	2015
Mściwojów	0205042	5020105042	27.8875	%	2015
Stargard Szczeciński-miasto	3214011	4326414011	27.897	%	2015
Bytom	2462011	2244562011	27.9218	%	2015
Ryjewo	2207052	6224207052	27.9481	%	2015
Czerniejewo	3003023	4305803023	27.9586	%	2015
Lisia Góra	1216032	2122416032	27.9593	%	2015
Grójec	1406053	1143006053	27.9683	%	2015
Kowal-miasto	0418011	6040818011	27.9956	%	2015
Dmosin	1021032	1101521032	28.0098	%	2015
Paprotnia	1426062	1142626062	28.02	%	2015
Dąbrówno	2815022	6285415022	28.0343	%	2015
Ostrówek	1017062	1101817062	28.045	%	2015
Szypliszki	2012082	3203912082	28.0454	%	2015
Płońsk-miasto	1420011	1142520011	28.0495	%	2015
Cedry Wielkie	2204022	6224004022	28.0903	%	2015
Myślibórz	3210043	4326410043	28.0962	%	2015
Moszczenica	1205072	2122205072	28.0963	%	2015
Masłów	2604092	3265204092	28.1238	%	2015
Łagiewniki	0202062	5020302062	28.1275	%	2015
Biskupiec	2814023	6285614023	28.1296	%	2015
Górzyca	0805022	4081305022	28.1651	%	2015
Sokołów Podlaski-wieś	1429082	1142629082	28.1796	%	2015
Gozdnica	0810011	4081410011	28.1922	%	2015
Sadowie	2606062	3265306062	28.2064	%	2015
Kowalewo Pomorskie	0405043	6040705043	28.2101	%	2015
Markuszów	0614072	3061214072	28.2301	%	2015
Moryń	3206063	4326606063	28.2732	%	2015
Zakrzew	0609162	3061109162	28.2837	%	2015
Konin	3062011	4305862011	28.3499	%	2015
Młynary	2804063	6285404063	28.4246	%	2015
Gomunice	1012042	1101712042	28.4319	%	2015
Podegrodzie	1210142	2122210142	28.4936	%	2015
Żółkiewka	0606112	3061006112	28.5534	%	2015
Środa Śląska	0218043	5020418043	28.573	%	2015
Lubraniec	0418123	6040818123	28.6185	%	2015
Lubniewice	0807023	4081307023	28.6204	%	2015
Czeladź	2401021	2245001021	28.6526	%	2015
Jeżowe	1812032	3183612032	28.6597	%	2015
Jodłowa	1803052	3183603052	28.6894	%	2015
Jaworzno	2468011	2245068011	28.6953	%	2015
Dorohusk	0603042	3061003042	28.6978	%	2015
Stąporków	2605083	3265205083	28.7045	%	2015
Czarna Dąbrówka	2201032	6224101032	28.7178	%	2015
Burzenin	1014052	1101814052	28.7368	%	2015
Sokołów Małopolski	1816113	3183516113	28.7458	%	2015
Iwanowice	1206032	2122006032	28.7698	%	2015
Rozogi	2817052	6285617052	28.7758	%	2015
Gdów	1219022	2122019022	28.8186	%	2015
Hrubieszów-miasto	0604011	3061004011	28.8268	%	2015
Stopnica	2601063	3265301063	28.8464	%	2015
Piotrków Trybunalski	1062011	1101762011	28.8551	%	2015
Pokój	1606032	5163106032	28.865	%	2015
Gubin-miasto	0802011	4081402011	28.8923	%	2015
Mińsk Mazowiecki-wieś	1412112	1142912112	28.9069	%	2015
Radzymin	1434093	1142934093	28.9113	%	2015
Kępno	3008033	4305708033	28.9317	%	2015
Opatowiec	2603042	3265303042	28.9511	%	2015
Lądek-Zdrój	0208083	5020308083	28.9667	%	2015
Kurów	0614062	3061214062	28.9833	%	2015
Potęgowo	2212072	6224112072	28.9951	%	2015
Strzelce Krajeńskie	0806043	4081306043	28.9979	%	2015
Sulejów	1010093	1101710093	29.0228	%	2015
Konarzyny	2202052	6224102052	29.0321	%	2015
Stężyca	2205062	6224005062	29.0686	%	2015
Brójce	1006032	1101506032	29.099	%	2015
Lwówek Śląski	0212033	5020112033	29.1283	%	2015
Dębica-miasto	1803011	3183603011	29.1601	%	2015
Mińsk Mazowiecki-miasto	1412011	1142912011	29.1776	%	2015
Osjaków	1017052	1101817052	29.211	%	2015
Branice	1602022	5163202022	29.2186	%	2015
Wicko	2208052	6224108052	29.2417	%	2015
Rzeczyca	1016082	1101716082	29.2485	%	2015
Książki	0417032	6040717032	29.2509	%	2015
Witkowo	3003103	4305803103	29.2581	%	2015
Pobiedziska	3021123	4306121123	29.2671	%	2015
Wielbark	2817082	6285617082	29.3008	%	2015
Bełchatów-miasto	1001011	1101701011	29.314	%	2015
Piława Górna	0202041	5020302041	29.3142	%	2015
Alwernia	1203013	2122303013	29.3481	%	2015
Kruszyna	2404082	2244604082	29.3532	%	2015
Wiązownica	1804112	3183404112	29.3537	%	2015
Kołaczyce	1805052	3183305052	29.3593	%	2015
Mochowo	1427032	1142527032	29.3686	%	2015
Łambinowice	1607042	5163107042	29.4107	%	2015
Mieleszyn	3003072	4305803072	29.4189	%	2015
Tarnowiec	1805112	3183305112	29.4651	%	2015
Turośl	2006062	3203806062	29.4704	%	2015
Wiązów	0217053	5020417053	29.4838	%	2015
Smołdzino	2212092	6224112092	29.4965	%	2015
Lubaczów-wieś	1809042	3183409042	29.5042	%	2015
Zwierzyn	0806052	4081306052	29.5179	%	2015
Rachanie	0618072	3061018072	29.5234	%	2015
Stegna	2210042	6224010042	29.5286	%	2015
Secemin	2613052	3265313052	29.537	%	2015
Radzionków	2413031	2244513031	29.5411	%	2015
Łabiszyn	0419043	6040819043	29.5784	%	2015
Zatory	1424072	1142624072	29.5961	%	2015
Mircze	0604052	3061004052	29.6005	%	2015
Szemud	2215092	6224015092	29.6077	%	2015
Olsztyn-miasto	2862011	6285662011	29.6109	%	2015
Parczew	0613043	3060913043	29.6257	%	2015
Ropczyce	1815033	3183515033	29.6289	%	2015
Mysłowice	2470011	2244870011	29.6416	%	2015
Siepraw	1209062	2122009062	29.7262	%	2015
Łomazy	0601092	3060901092	29.7318	%	2015
Puchaczów	0610052	3061110052	29.7331	%	2015
Koluszki	1006073	1101506073	29.7761	%	2015
Międzychód	3014033	4305914033	29.7773	%	2015
Czersk	2202043	6224102043	29.8006	%	2015
Karsin	2206032	6224206032	29.8181	%	2015
Koronowo	0403043	6040603043	29.824	%	2015
Bystrzyca Kłodzka	0208063	5020308063	29.8536	%	2015
Pleszew	3020063	4305720063	29.8733	%	2015
Olkusz	1212053	2122312053	29.8958	%	2015
Kętrzyn-miasto	2808011	6285608011	29.8991	%	2015
Przodkowo	2205032	6224005032	29.9113	%	2015
Platerów	1410042	1142610042	29.9167	%	2015
Orońsko	1430042	1142730042	29.9196	%	2015
Pieńsk	0225043	5020125043	29.928	%	2015
Bojanowo	3022013	4305922013	29.9326	%	2015
Mikstat	3018063	4305718063	29.9331	%	2015
Giżycko-miasto	2806011	6285506011	29.9464	%	2015
Hajnówka-miasto	2005011	3203805011	30.03	%	2015
Bolesławiec-miasto	0201011	5020101011	30.0669	%	2015
Brzeźnio	1014042	1101814042	30.0974	%	2015
Mszczonów	1438023	1143038023	30.1153	%	2015
Dobre	1412062	1142912062	30.1155	%	2015
Ceranów	1429032	1142629032	30.1649	%	2015
Nowy Żmigród	1805072	3183305072	30.1822	%	2015
Czeremcha	2005032	3203805032	30.1847	%	2015
Krosno Odrzańskie	0802063	4081402063	30.1856	%	2015
Sierakowice	2205042	6224005042	30.2046	%	2015
Trzciana	1201082	2122001082	30.2294	%	2015
Główczyce	2212042	6224112042	30.2308	%	2015
Nowa Sól-wieś	0804052	4081404052	30.2342	%	2015
Mieszkowice	3206053	4326606053	30.2381	%	2015
Boćki	2003042	3203803042	30.2465	%	2015
Klwów	1423032	1142723032	30.2509	%	2015
Kaczory	3019032	4306019032	30.2574	%	2015
Olszyna	0210052	5020110052	30.2728	%	2015
Żytno	1012142	1101712142	30.2981	%	2015
Ząbkowice Śląskie	0224053	5020324053	30.3151	%	2015
Lipsk	2001043	3203901043	30.3184	%	2015
Godów	2415052	2244915052	30.3283	%	2015
Irządze	2416032	2245016032	30.3499	%	2015
Korfantów	1607033	5163107033	30.3534	%	2015
Złotoryja-wieś	0226062	5020126062	30.3843	%	2015
Chojnice-miasto	2202011	6224102011	30.4072	%	2015
Grabów nad Prosną	3018033	4305718033	30.412	%	2015
Moskorzew	2613032	3265313032	30.4203	%	2015
Radzyń Chełmiński	0406043	6040706043	30.4272	%	2015
Dywity	2814042	6285614042	30.4411	%	2015
Nowa Wieś Wielka	0403052	6040603052	30.4793	%	2015
Grajewo-wieś	2004022	3203904022	30.5097	%	2015
Gródek	2002042	3203702042	30.5152	%	2015
Malechowo	3213042	4326313042	30.5174	%	2015
Uchanie	0604072	3061004072	30.5516	%	2015
Tereszpol	0602132	3061002132	30.5518	%	2015
Ruja	0209082	5020209082	30.5756	%	2015
Kwidzyn-wieś	2207032	6224207032	30.5771	%	2015
Bogoria	2612012	3265312012	30.5883	%	2015
Tomice	1218082	2122318082	30.5958	%	2015
Skaryszew	1425103	1142725103	30.6196	%	2015
Wąwolnica	0614102	3061214102	30.6264	%	2015
Działoszyn	1009013	1101809013	30.639	%	2015
Lichnowy	2209032	6224209032	30.6397	%	2015
Jasień	0811043	4081411043	30.6491	%	2015
Namysłów	1606023	5163106023	30.6572	%	2015
Pieniężno	2802053	6285402053	30.665	%	2015
Pasłęk	2804073	6285404073	30.6708	%	2015
Tomaszów Lubelski-wieś	0618112	3061018112	30.6802	%	2015
Polanka Wielka	1213072	2122313072	30.7184	%	2015
Wierzbinek	3010132	4305810132	30.7246	%	2015
Przytyk	1425092	1142725092	30.7433	%	2015
Sanok-miasto	1817011	3183317011	30.7825	%	2015
Żegocina	1201092	2122001092	30.8074	%	2015
Gorzów Śląski	1608023	5163208023	30.8117	%	2015
Radowo Małe	3218032	4326418032	30.8381	%	2015
Brodnica-wieś	0402032	6040702032	30.8702	%	2015
Wiśniowa	1209092	2122009092	30.8731	%	2015
Ostróda-wieś	2815092	6285415092	30.8736	%	2015
Oława-wieś	0215042	5020415042	30.8769	%	2015
Zabrodzie	1435062	1142635062	30.8779	%	2015
Łagów	0808022	4081408022	30.8922	%	2015
Rajcza	2417112	2244417112	30.9103	%	2015
Bielsk	1419012	1142519012	30.9124	%	2015
Lipka	3031042	4306031042	30.9203	%	2015
Wojcieszków	0611102	3061211102	30.9374	%	2015
Szastarka	0607062	3061207062	30.9528	%	2015
Augustów-miasto	2001011	3203901011	30.962	%	2015
Dobra	1207032	2122207032	30.9705	%	2015
Nowy Tomyśl	3015043	4305915043	30.9954	%	2015
Wolbórz	1010112	1101710112	30.9987	%	2015
Rejowiec	0606082	3061006082	31.0013	%	2015
Tryńcza	1814082	3183414082	31.0115	%	2015
Sterdyń	1429092	1142629092	31.019	%	2015
Sierpc-wieś	1427052	1142527052	31.0418	%	2015
Wleń	0212053	5020112053	31.0849	%	2015
Węgrów	1433011	1142633011	31.0981	%	2015
Kościelisko	1217042	2122217042	31.1216	%	2015
Brusy	2202023	6224102023	31.1222	%	2015
Ruda Śląska	2472011	2244872011	31.1517	%	2015
Józefów	1417011	1142917011	31.1539	%	2015
Głuchołazy	1607013	5163107013	31.1687	%	2015
Bytów	2201023	6224101023	31.196	%	2015
Kowal-wieś	0418092	6040818092	31.2303	%	2015
Dobiegniew	0806013	4081306013	31.2658	%	2015
Wodynie	1426122	1142626122	31.2664	%	2015
Kutno-miasto	1002011	1101902011	31.2793	%	2015
Stanin	0611072	3061211072	31.2796	%	2015
Łysomice	0415062	6040615062	31.3271	%	2015
Kowary	0206021	5020106021	31.3433	%	2015
Wręczyca Wielka	2406092	2244606092	31.3441	%	2015
Rusiec	1001062	1101701062	31.3937	%	2015
Przelewice	3212042	4326412042	31.4379	%	2015
Mońki	2008063	3203908063	31.4416	%	2015
Braniewo-miasto	2802011	6285402011	31.493	%	2015
Dłutów	1008032	1101508032	31.5628	%	2015
Janowiec Kościelny	2811012	6285611012	31.5737	%	2015
Sławków	2401081	2245001081	31.6213	%	2015
Książ Wielki	1208042	2122008042	31.6221	%	2015
Dębno	1202042	2122402042	31.6326	%	2015
Szczekociny	2416083	2245016083	31.6423	%	2015
Czudec	1819012	3183519012	31.6548	%	2015
Swarzędz	3021163	4306121163	31.6562	%	2015
Stawiszyn	3007093	4305707093	31.6609	%	2015
Szczytniki	3007102	4305707102	31.6709	%	2015
Niedźwiedź	1207102	2122207102	31.702	%	2015
Tychy	2477011	2245177011	31.7215	%	2015
Niwiska	1806042	3183506042	31.7422	%	2015
Włoszczowa	2613063	3265313063	31.7591	%	2015
Kobyla Góra	3018042	4305718042	31.7994	%	2015
Terespol-miasto	0601021	3060901021	31.8548	%	2015
Potworów	1423052	1142723052	31.8568	%	2015
Piła	3019011	4306019011	31.886	%	2015
Horyniec-Zdrój	1809032	3183409032	31.8993	%	2015
Jeżów Sudecki	0206062	5020106062	31.9	%	2015
Gizałki	3020042	4305720042	31.9105	%	2015
Nasielsk	1414043	1142914043	31.9199	%	2015
Lidzbark Warmiński-wieś	2809032	6285609032	31.9288	%	2015
Węgliniec	0225063	5020125063	31.9372	%	2015
Gródek nad Dunajcem	1210032	2122210032	31.9407	%	2015
Sława	0812013	4081412013	31.9448	%	2015
Ostrów Wielkopolski-miasto	3017011	4305717011	31.9495	%	2015
Iłowa	0810043	4081410043	31.9546	%	2015
Goleniów	3204023	4326604023	31.9566	%	2015
Chrzanów	1203033	2122303033	31.9614	%	2015
Susz	2807063	6285407063	31.9817	%	2015
Izabelin	1432022	1143032022	31.989	%	2015
Lubartów-miasto	0608011	3061108011	32.0005	%	2015
Kietrz	1602043	5163202043	32.0412	%	2015
Żabia Wola	1405062	1143005062	32.0597	%	2015
Malbork-miasto	2209011	6224209011	32.0633	%	2015
